gene_name	gene_id	lsv_id	mean_dpsi_per_lsv_junction	probability_changing	probability_non_changing	CycloheximideControl_mean_psi	CycloheximideTDP43KD_mean_psi	lsv_type	num_junctions	num_exons	de_novo_junctions	seqid	strand	junctions_coords	exons_coords	ir_coords	ucsc_lsv_link
RD3	ENSG00000198570.7	ENSG00000198570.7:s:211491768-211492162	0.6531;0.0013;-0.3101;-0.1505;0.0001;-0.1017	1.000e+00;4.071e-02;9.776e-01;7.596e-01;2.258e-05;5.033e-01	6.480e-09;5.191e-01;5.198e-04;1.917e-02;9.967e-01;7.026e-02	0.1859;0.0522;0.4019;0.2197;0.0019;0.1517	0.8246;0.0533;0.0751;0.0398;0.0032;0.0032	s|1e1.1o1|1e2.2o2|1e3.2o4|1e3.3o4|1e3.4o4|1e4.1o2	6	5	1;1;0;0;1;0	chr1	-	211483451-211491768;211482314-211491768;211481429-211491768;211481426-211491768;211481359-211491768;211479327-211491768	211476522-211479327;211481120-211481487;211482271-211482391;211483119-211483451;211491768-211492162		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A211492162-211476522
RD3	ENSG00000198570.7	ENSG00000198570.7:t:211476522-211479327	-0.0551;-0.6064;0.4291;-0.0051;0.2522	1.641e-01;1.000e+00;1.000e+00;1.924e-03;9.730e-01	2.653e-01;4.305e-12;1.280e-09;8.232e-01;7.169e-04	0.0923;0.8278;0.0014;0.0338;0.0445	0.0025;0.2394;0.4552;0.0025;0.3131	t|1e1.1o1|1e2.1o1|1e3.1o1|2e2.1o1|i	5	4	0;0;1;1;1	chr1	-	211479327-211491768;211479327-211481120;211479327-211480688;211479254-211481120;211479328-211480687	211476522-211479327;211480688-211480793;211481120-211481487;211491768-211492162	211479328-211480687	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A211492162-211476522
LRBA	ENSG00000198589.14	ENSG00000198589.14:s:150325809-150325898	-0.1878;0.1878	9.266e-01;9.266e-01	2.875e-03;2.875e-03	0.4976;0.5024	0.2991;0.7009	s|1e1.1o2|1e1.2o2	2	2	0;0	chr4	-	150321383-150325809;150321368-150325809	150321191-150321383;150325809-150325898		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr4%3A150325898-150321191
ZNF536	ENSG00000198597.9	ENSG00000198597.9:s:30549346-30549514	0.0819;0.0159;0.0145;-0.1359	3.398e-01;3.990e-02;1.041e-02;7.129e-01	1.038e-01;5.118e-01;6.601e-01;2.451e-02	0.0209;0.4227;0.0637;0.4914	0.1088;0.4449;0.0918;0.3481	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	1;0;1;0	chr19	+	30549514-30556566;30549514-30557157;30549514-30643537;30549514-30710757	30549346-30549514;30556566-na;30557157-30558059;30643537-30643576;30710757-30713538		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A30713538-30549346
MDM4	ENSG00000198625.13	ENSG00000198625.13:s:204532191-204532650	-0.0001;0.1739;0.0439;-0.2112;0.0000	7.602e-21;9.223e-01;1.803e-02;9.834e-01;7.586e-21	9.983e-01;2.330e-03;4.675e-01;1.546e-04;1.000e+00	0.0192;0.2619;0.0270;0.6952;0.0004	0.0089;0.4399;0.0759;0.4759;0.0004	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o2|1e4.1o1	5	5	0;0;0;0;0	chr1	+	204532246-204532769;204532246-204537430;204532246-204537459;204532246-204538209;204532246-204546797	204532191-204532650;204532769-204532819;204537430-204537497;204538209-204538308;204546797-204546877		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A204546877-204532191
MDM4	ENSG00000198625.13	ENSG00000198625.13:t:204538209-204538308	0.0000;-0.2749;0.2830;-0.0000	7.586e-21;9.999e-01;1.000e+00;7.586e-21	1.000e+00;8.321e-09;1.815e-09;1.000e+00	0.0004;0.6206;0.3723;0.0073	0.0004;0.3486;0.6507;0.0004	t|1e1.1o1|1e2.1o1|1e3.1o1|2e4.1o1	4	5	0;0;0;0	chr1	+	204526434-204538209;204532246-204538209;204537497-204538209;204537991-204538221	204526360-204526434;204532191-204532650;204537430-204537497;204537857-204537991;204538209-204538308		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A204538308-204526360
GLMP	ENSG00000198715.13	ENSG00000198715.13:t:156290089-156290360	-0.1368;0.0197;-0.0045;0.1041	6.301e-01;2.023e-02;2.713e-03;4.954e-01	3.551e-02;5.659e-01;8.341e-01;6.639e-02	0.6357;0.0023;0.0313;0.3411	0.4538;0.0529;0.0087;0.4769	t|1e1.1o1|1e2.1o1|1e3.1o1|i	4	4	0;1;0;1	chr1	-	156290360-156292886;156290360-156291403;156290360-156290977;156290361-156290540	156290089-156290360;156290541-156291106;156291403-156291550;156292687-156293241	156290361-156290540	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A156293241-156290089
GLMP	ENSG00000198715.13	ENSG00000198715.13:t:156290541-156291106	-0.0921;-0.0395;0.1593	4.215e-01;1.658e-01;6.666e-01	7.603e-02;2.638e-01;2.457e-02	0.5861;0.1288;0.2769	0.4421;0.0718;0.4762	t|1e1.1o1|1e2.1o1|i	3	3	0;0;1	chr1	-	156291106-156292886;156291106-156291403;156291107-156291402	156290541-156291106;156291403-156291550;156292687-156293241	156291107-156291402	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A156293241-156290541
TOGARAM1	ENSG00000198718.13	ENSG00000198718.13:s:45011887-45012075	0.1015;-0.1015	4.874e-01;4.874e-01	7.022e-02;7.022e-02	0.2417;0.7583	0.3700;0.6300	s|1e1.1o1|1e2.1o1	2	3	0;0	chr14	+	45012075-45022910;45012075-45025783	45011887-45012075;45022910-45022973;45025473-45025872		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr14%3A45025872-45011887
TOGARAM1	ENSG00000198718.13	ENSG00000198718.13:t:45025473-45025872	-0.2155;0.1932;0.0136	9.321e-01;8.820e-01;2.894e-02	2.447e-03;5.709e-03;5.518e-01	0.7293;0.2132;0.0628	0.4982;0.4159;0.0767	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;1	chr14	+	45012075-45025783;45022973-45025783;45023581-45025783	na-45023581;45011887-45012075;45022910-45022973;45025473-45025872		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr14%3A45025872-45011887
UNC13B	ENSG00000198722.14	ENSG00000198722.14:s:35313899-35313989	0.2735;-0.2735	9.936e-01;9.936e-01	6.675e-05;6.675e-05	0.0679;0.9321	0.3503;0.6497	s|1e1.1o1|1e2.1o1	2	3	0;0	chr9	+	35313989-35364545;35313989-35366947	35313899-35313989;35364545-35364567;35366947-35366993		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A35366993-35313899
UNC13B	ENSG00000198722.14	ENSG00000198722.14:t:35366947-35366993	-0.3212;0.0000;0.3202	9.999e-01;1.656e-09;9.999e-01	9.283e-08;1.000e+00;8.649e-08	0.9638;0.0016;0.0347	0.6508;0.0023;0.3470	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr9	+	35313989-35366947;35342344-35366947;35364567-35366947	35313899-35313989;35341830-35342344;35364545-35364567;35366947-35366993		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A35366993-35313899
ZNF652	ENSG00000198740.9	ENSG00000198740.9:s:49294565-49298924	0.3656;-0.3656	9.955e-01;9.955e-01	6.032e-05;6.032e-05	0.1799;0.8201	0.5718;0.4282	s|1e1.1o1|i	2	2	0;0	chr17	-	49291695-49298106;49291696-49294564	49289729-49291695;49294565-49298924	49291696-49294564	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A49298924-49289729
PLXNB3	ENSG00000198753.12	ENSG00000198753.12:t:153775882-153775968	0.0863;0.0177;-0.1135	3.986e-01;7.134e-02;5.374e-01	1.012e-01;4.320e-01;5.506e-02	0.0940;0.0709;0.8239	0.2183;0.1022;0.6822	t|1e1.1o1|2e1.1o1|2e2.1o1	3	3	1;1;0	chrX	+	153775403-153775882;153775403-153775887;153775660-153775887	153775225-153775403;153775594-153775660;153775882-153775968		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chrX%3A153775968-153775225
PLXNB3	ENSG00000198753.12	ENSG00000198753.12:t:153776356-153776459	-0.0246;0.1071;0.0657;-0.1520	1.187e-02;5.366e-01;2.102e-01;7.716e-01	5.609e-01;5.786e-02;2.106e-01;1.666e-02	0.0642;0.0688;0.0219;0.8423	0.0344;0.1856;0.1015;0.6889	t|1e1.1o1|1e2.1o3|1e2.2o3|1e2.3o3	4	3	0;1;1;0	chrX	+	153775968-153776356;153776135-153776356;153776147-153776356;153776214-153776356	153775882-153775968;153775976-153776214;153776356-153776459		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chrX%3A153776459-153775882
TMEM184B	ENSG00000198792.13	ENSG00000198792.13:s:38224785-38224979	-0.2580;0.0005;0.2461	9.574e-01;4.859e-05;9.441e-01	1.279e-03;9.834e-01;1.874e-03	0.7988;0.0013;0.2000	0.5208;0.0118;0.4695	s|1e1.1o1|1e2.1o2|1e2.2o2	3	3	0;1;0	chr22	-	38222662-38224785;38221746-38224785;38221710-38224785	38219291-38221746;38222642-38224103;38224785-38224979		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr22%3A38224979-38219291
TMEM184B	ENSG00000198792.13	ENSG00000198792.13:t:38219291-38221746	0.0002;-0.0473;0.2014;-0.1312	7.972e-06;5.557e-02;8.651e-01;6.208e-01	9.928e-01;3.966e-01;6.611e-03;3.669e-02	0.0009;0.0812;0.1827;0.7345	0.0094;0.0094;0.4100;0.5748	t|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1	4	3	1;0;0;0	chr22	-	38221746-38224785;38221746-38222642;38221710-38224785;38221710-38222642	38219291-38221746;38222642-38224103;38224785-38224979		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr22%3A38224979-38219291
SCAMP5	ENSG00000198794.12	ENSG00000198794.12:s:74995542-74995673	0.0000;0.0104;-0.0218;0.1212;-0.1213	2.939e-07;1.376e-02;6.349e-02;6.052e-01;5.796e-01	9.997e-01;7.075e-01;4.365e-01;4.409e-02;4.607e-02	0.0008;0.0008;0.1122;0.0945;0.7814	0.0022;0.0377;0.0819;0.2487;0.6258	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1|1e4.1o1	5	5	0;0;0;0;0	chr15	+	74995673-74997234;74995673-75007588;74995673-75007661;74995673-75009891;74995673-75011792	74995542-74995673;74997234-74997316;75007588-75007728;75009891-75009940;75011792-75011846		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A75011846-74995542
SCAMP5	ENSG00000198794.12	ENSG00000198794.12:s:75007588-75007728	0.5802;-0.5802	1.000e+00;1.000e+00	3.776e-08;3.767e-08	0.2602;0.7398	0.8272;0.1728	s|1e1.1o1|1e2.1o1	2	3	1;0	chr15	+	75007728-75009891;75007728-75011792	75007588-75007728;75009891-75009940;75011792-75011846		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A75011846-75007588
SCAMP5	ENSG00000198794.12	ENSG00000198794.12:s:75012677-75013124	-0.1358;0.0261;0.0971;-0.0042	7.799e-01;7.325e-03;4.908e-01;5.204e-04	1.879e-02;5.560e-01;7.774e-02;8.384e-01	0.2648;0.0177;0.6429;0.0758	0.1303;0.0590;0.7442;0.0636	s|1e1.1o1|1e2.1o2|1e2.2o2|i	4	3	0;1;0;1	chr15	+	75012805-75016593;75012805-75017797;75012805-75017870;75013125-75016592	75012677-75013124;75016593-75016749;75017653-75017971	75013125-75016592	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A75017971-75012677
SCAMP5	ENSG00000198794.12	ENSG00000198794.12:t:75011792-75011846	0.0000;-0.1701;0.0010;-0.0208;-0.0000;-0.1726;0.4051;0.0000	7.586e-21;8.730e-01;1.205e-04;2.326e-02;7.586e-21;9.387e-01;1.000e+00;7.586e-21	1.000e+00;7.067e-03;9.056e-01;5.631e-01;1.000e+00;1.430e-03;1.913e-11;1.000e+00	0.0003;0.4154;0.0333;0.0926;0.0079;0.2110;0.2373;0.0003	0.0005;0.2399;0.0254;0.0537;0.0005;0.0405;0.6380;0.0005	t|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2|1e4.1o1|1e5.1o1|1e6.1o1|1e7.1o1	8	8	0;0;0;0;0;0;0;0	chr15	+	74957467-75011792;74995673-75011792;74996259-75011792;74996320-75011792;74997316-75011792;75007728-75011792;75009940-75011792;75011680-75011792	74957219-74957467;74995542-74995673;74995967-74996320;74997234-74997316;75007588-75007728;75009891-75009940;75011658-75011680;75011792-75011846		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A75011846-74957219
OPA1	ENSG00000198836.11	ENSG00000198836.11:s:193618703-193618937	0.1415;0.0000;-0.1438	8.101e-01;7.586e-21;8.235e-01	7.914e-03;1.000e+00;6.294e-03	0.3231;0.0019;0.6742	0.4763;0.0045;0.5203	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr3	+	193618936-193626092;193618936-193628509;193618936-193631612	193618703-193618937;193626058-193626202;193628509-193628616;193631612-193631665		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A193631665-193618703
OPA1	ENSG00000198836.11	ENSG00000198836.11:t:193631612-193631665	-0.1255;0.1208;0.0027	7.031e-01;6.620e-01;7.123e-09	2.601e-02;2.870e-02;7.484e-01	0.6147;0.3477;0.0401	0.4870;0.4670;0.0434	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr3	+	193618936-193631612;193626202-193631612;193628616-193631612	193618703-193618937;193626058-193626202;193628509-193628616;193631612-193631665		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr3%3A193631665-193618703
DENND4B	ENSG00000198837.10	ENSG00000198837.10:s:153942878-153943130	0.1447;-0.0104;-0.1341	8.153e-01;7.453e-04;7.542e-01	1.008e-02;7.035e-01;1.537e-02	0.7275;0.0628;0.2151	0.8753;0.0496;0.0746	s|1e1.1o1|1e2.1o1|1e3.1o2	3	4	0;1;1	chr1	-	153942625-153942878;153942356-153942878;153942113-153942878	153941869-153942113;153942279-153942356;153942556-153942625;153942878-153943130		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A153943130-153941869
DENND4B	ENSG00000198837.10	ENSG00000198837.10:t:153941869-153942113	-0.1031;0.1308;-0.0185	5.331e-01;7.048e-01;6.623e-02	5.230e-02;2.528e-02;4.407e-01	0.1791;0.0936;0.7260	0.0683;0.2245;0.7174	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1;0;0	chr1	-	153942113-153942878;153942113-153942556;153942113-153942187	153941869-153942113;153942187-153942244;153942556-153942625;153942878-153943130		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A153943130-153941869
RYR3	ENSG00000198838.14	ENSG00000198838.14:t:33859575-33859731	-0.2014;0.0002;0.2028	9.050e-01;2.795e-04;8.986e-01	3.949e-03;9.754e-01;4.521e-03	0.2383;0.0065;0.7546	0.0088;0.0088;0.9825	t|1e1.1o1|1e2.1o1|i	3	3	0;0;1	chr15	+	33857914-33859575;33858192-33859575;33858193-33859574	33857886-33857914;33858079-33858192;33859575-33859731	33858193-33859574	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A33859731-33857886
RUSC2	ENSG00000198853.12	ENSG00000198853.12:s:35490111-35490172	-0.0209;0.1366;-0.1041	8.887e-02;6.314e-01;4.883e-01	3.876e-01;3.377e-02;6.990e-02	0.0971;0.7433;0.1540	0.0584;0.9234;0.0187	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1;0;1	chr9	+	35490172-35537957;35490172-35546430;35490172-35555060	35490111-35490172;35537957-na;35546430-35548535;35555060-35555701		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A35555701-35490111
RUSC2	ENSG00000198853.12	ENSG00000198853.12:t:35546430-35548535	0.2340;-0.0000;-0.2337	8.763e-01;7.877e-07;8.756e-01	4.828e-03;9.991e-01;4.868e-03	0.4013;0.0034;0.5955	0.6513;0.0031;0.3456	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;1;0	chr9	+	35490172-35546430;35519466-35546430;35539108-35546430	na-35519466;35490111-35490172;35538632-35539108;35546430-35548535		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A35548535-35490111
R3HDM4	ENSG00000198858.10	ENSG00000198858.10:t:901976-902130	0.1353;-0.0049;-0.0081;0.0000;-0.0864	7.788e-01;4.745e-09;7.775e-03;7.046e-21;3.941e-01	8.658e-03;8.392e-01;7.201e-01;1.000e+00;8.833e-02	0.5588;0.0429;0.1802;0.0002;0.2144	0.6984;0.0128;0.1612;0.0046;0.1236	t|1e1.1o1|1e2.1o1|1e3.1o1|2e1.1o1|i	5	4	0;1;0;0;0	chr19	-	902130-913087;902130-911864;902130-902242;902067-913087;902131-902241	901976-902130;902242-902434;911864-na;913087-913245	902131-902241	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A913245-901976
RUNDC1	ENSG00000198863.7	ENSG00000198863.7:s:42980565-42982003	-0.1509;0.1540;0.0000	9.104e-01;9.249e-01;7.046e-21	2.202e-04;8.734e-05;1.000e+00	0.1757;0.8208;0.0035	0.0005;0.9957;0.0038	s|1e1.1o1|1e2.1o1|i	3	3	1;0;1	chr17	+	42981074-42985651;42981074-42987256;42982004-42985650	42980565-42982003;42985651-42985656;42987256-42987414	42982004-42985650	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A42987414-42980565
RUNDC1	ENSG00000198863.7	ENSG00000198863.7:t:42987256-42987414	0.2182;-0.2152;0.0000	9.997e-01;9.996e-01;7.046e-21	7.234e-15;2.258e-12;1.000e+00	0.7610;0.2366;0.0033	0.9957;0.0005;0.0038	t|1e1.1o1|1e2.1o1|i	3	3	0;1;1	chr17	+	42981074-42987256;42985656-42987256;42985657-42987255	42980565-42982003;42985651-42985656;42987256-42987414	42985657-42987255	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A42987414-42980565
ITPRIPL1	ENSG00000198885.10	ENSG00000198885.10:t:96326642-96330517	-0.1960;0.1713;0.0037	7.424e-01;6.766e-01;2.701e-03	1.339e-02;2.024e-02;8.713e-01	0.6109;0.3841;0.0059	0.3742;0.6070;0.0241	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chr2	+	96325565-96326642;96325849-96326642;96326308-96326642	96325317-96325565;96325747-96325849;96326204-96326308;96326642-96330517		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A96330517-96325317
SHISA4	ENSG00000198892.7	ENSG00000198892.7:s:201889445-201889616	0.1013;-0.0279;-0.0464	5.206e-01;1.140e-01;1.837e-01	5.557e-02;3.408e-01;2.464e-01	0.0233;0.7693;0.2028	0.1362;0.7229;0.1397	s|1e1.1o2|1e1.2o2|1e2.1o1	3	3	1;0;1	chr1	+	201889616-201890316;201889616-201890454;201889616-201891401	201889445-201889616;201890316-201890587;201891401-201891568		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A201891568-201889445
KIAA0753	ENSG00000198920.11	ENSG00000198920.11:s:6589779-6590003	0.4523;-0.4417;-0.0046	1.000e+00;1.000e+00;4.493e-06	1.941e-20;0.000e+00;8.717e-01	0.0008;0.9607;0.0385	0.4627;0.5365;0.0009	s|1e1.1o1|1e2.1o1|1e3.1o1	3	4	1;0;0	chr17	-	6580975-6589779;6579864-6589779;6578281-6589779	6578147-6578281;6579211-6579864;6580932-6580975;6589779-6590003		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A6590003-6578147
KIAA0753	ENSG00000198920.11	ENSG00000198920.11:t:6579211-6579864	-0.4554;0.4554	1.000e+00;1.000e+00	0.000e+00;1.931e-20	0.9988;0.0012	0.5282;0.4718	t|1e1.1o1|1e2.1o1	2	3	0;1	chr17	-	6579864-6589779;6579864-6580932	6579211-6579864;6580932-6580975;6589779-6590003		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A6590003-6579211
KIAA0753	ENSG00000198920.11	ENSG00000198920.11:t:6634741-6635173	0.1452;-0.1452	7.314e-01;7.314e-01	2.282e-02;2.282e-02	0.6875;0.3125	0.8495;0.1505	t|1e1.1o1|1e2.1o1	2	3	0;0	chr17	-	6635171-6640637;6635171-6635401	6634741-6635173;6635401-6635634;6640637-6640711		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A6640711-6634741
ATG9A	ENSG00000198925.12	ENSG00000198925.12:s:219229010-219229368	0.1632;-0.0481;-0.0908	7.353e-01;2.083e-01;4.318e-01	1.888e-02;2.235e-01;8.654e-02	0.4776;0.1774;0.3693	0.6596;0.1054;0.2369	s|1e1.1o2|1e1.2o2|1e2.2o2	3	3	0;0;0	chr2	-	219228485-219229010;219228482-219229010;219228053-219229010	219227922-219228079;219228424-219228693;219229010-219229368		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A219229368-219227922
APRT	ENSG00000198931.11	ENSG00000198931.11:t:88809680-88809706	-0.1086;0.1086	5.786e-01;5.786e-01	3.988e-02;3.988e-02	0.4246;0.5754	0.3186;0.6814	t|1e1.1o1|i	2	2	0;0	chr16	-	88809706-88810070;88809707-88809735	88809680-88809706;88810070-88810398	88809707-88809735	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr16%3A88810398-88809680
DMD	ENSG00000198947.18	ENSG00000198947.18:s:31178571-31178805	0.3755;-0.3779;0.0000;0.0009	9.998e-01;9.998e-01;6.623e-10;7.370e-04	7.574e-07;5.364e-07;1.000e+00;7.987e-01	0.3414;0.6276;0.0009;0.0371	0.7148;0.2456;0.0017;0.0333	s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1	4	5	0;0;0;0	chrX	-	31177970-31178669;31173604-31178669;31172413-31178669;31147518-31178669	31147275-31148479;31172348-31172886;31173539-31177752;31177932-31178178;31178571-31178805		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chrX%3A31178805-31147275
DMD	ENSG00000198947.18	ENSG00000198947.18:t:31173539-31177752	-0.4902;0.4902	1.000e+00;1.000e+00	6.212e-10;6.281e-10	0.7313;0.2687	0.2463;0.7537	t|1e1.1o1|1e2.1o1	2	3	0;0	chrX	-	31173604-31178669;31173604-31177932	31173539-31177752;31177932-31178178;31178571-31178805		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chrX%3A31178805-31173539
DMD	ENSG00000198947.18	ENSG00000198947.18:t:31260955-31261016	0.3806;-0.3826;0.0001	9.978e-01;9.979e-01;5.725e-06	2.180e-05;2.092e-05;9.980e-01	0.0468;0.9505;0.0027	0.4225;0.5723;0.0043	t|1e1.1o1|1e2.1o1|1e3.1o1	3	4	0;0;0	chrX	-	31261016-31323598;31261016-31266810;31261016-31265443	31260955-31261016;31265443-31266184;31266810-31266971;31323598-31323658		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chrX%3A31323658-31260955
SMG5	ENSG00000198952.8	ENSG00000198952.8:s:156265781-156266380	0.1830;-0.1830	9.980e-01;9.980e-01	1.036e-06;1.036e-06	0.1130;0.8870	0.2991;0.7009	s|1e1.1o1|1e2.1o1	2	3	1;0	chr1	-	156264443-156265781;156263570-156265781	156263395-156263570;156264314-156264443;156265781-156266380		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A156266380-156263395
SMG5	ENSG00000198952.8	ENSG00000198952.8:t:156263395-156263570	-0.1738;0.1738	9.698e-01;9.698e-01	8.649e-06;8.649e-06	0.9152;0.0848	0.7477;0.2523	t|1e1.1o1|1e2.1o1	2	3	0;1	chr1	-	156263570-156265781;156263570-156264314	156263395-156263570;156264314-156264443;156265781-156266380		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A156266380-156263395
EFCAB2	ENSG00000203666.12	ENSG00000203666.12:t:245091027-245091806	-0.2562;0.0000;0.2539	8.975e-01;4.790e-06;8.934e-01	3.777e-03;9.978e-01;3.993e-03	0.5120;0.0028;0.4852	0.2144;0.0047;0.7804	t|1e1.1o1|2e1.1o1|i	3	2	0;0;1	chr1	+	245083688-245091027;245083688-245091494;245087840-245091026	245083622-245083860;245091027-245091806	245087840-245091026	http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A245091806-245083622
C1orf53	ENSG00000203724.11	ENSG00000203724.11:t:197905796-197905897	0.0050;-0.2766;0.2512;-0.0000	4.825e-04;9.973e-01;9.930e-01;6.623e-10	8.561e-01;1.927e-05;9.027e-05;1.000e+00	0.0082;0.9144;0.0705;0.0016	0.0367;0.6311;0.3259;0.0011	t|1e1.1o3|1e1.2o3|1e1.3o3|1e2.1o1	4	3	0;0;1;0	chr1	+	197902850-197905796;197902913-197905796;197903119-197905796;197905539-197905796	197902630-197903119;197905517-197905539;197905796-197905897		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A197905897-197902630
MSTO2P	ENSG00000203761.5	ENSG00000203761.5:s:155748400-155748531	-0.0077;0.1342;0.0016;-0.1451	1.450e-04;7.176e-01;7.217e-08;7.747e-01	7.092e-01;2.411e-02;9.497e-01;1.598e-02	0.0534;0.2718;0.0131;0.6632	0.0446;0.4125;0.0346;0.5099	s|1e2.1o1|1e3.2o3|1e3.3o3|2e1.1o1	4	4	1;1;1;0	chr1	+	155748518-155749175;155748518-155749568;155748518-155749574;155748531-155748606	155748400-155748531;155748606-155748788;155749175-155749245;155749522-155749631		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A155749631-155748400
MSTO2P	ENSG00000203761.5	ENSG00000203761.5:t:155747977-155748127	-0.0962;-0.0072;0.1032	4.712e-01;4.456e-02;5.036e-01	7.758e-02;4.997e-01;6.681e-02	0.3443;0.1856;0.4736	0.2222;0.1636;0.6144	t|1e2.1o1|2e2.1o1|3e1.1o2	3	3	0;1;1	chr1	+	155747896-155747977;155747896-155747980;155746133-155748116	155746005-155746140;155747762-155747896;155747977-155748127		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A155748127-155746005
MSTO2P	ENSG00000203761.5	ENSG00000203761.5:t:155749522-155749631	-0.1772;0.1531;0.0037;0.0009	9.317e-01;8.587e-01;1.290e-04;6.146e-09	1.817e-03;6.049e-03;7.471e-01;9.717e-01	0.7096;0.2362;0.0417;0.0115	0.5285;0.3966;0.0435;0.0324	t|1e3.1o1|2e1.1o2|2e2.1o1|3e1.1o2	4	4	0;1;1;1	chr1	+	155749431-155749522;155748518-155749568;155749245-155749568;155748518-155749574	155748400-155748531;155749175-155749245;155749327-155749431;155749522-155749631		http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A155749631-155748400
