gene_name,gene_id,lsv_id,mean_dpsi_per_lsv_junction,probability_changing,probability_non_changing,ControlControl_mean_psi,ControlTDP43KD_mean_psi,lsv_type,num_junctions,num_exons,de_novo_junctions,seqid,strand,junctions_coords,exons_coords,ir_coords,ucsc_lsv_link
LL22NC03-80A10.6,ENSG00000272779.1,ENSG00000272779.1:t:22308697-22308819,-0.0051;0.1126;-0.0983,1.335e-02;5.558e-01;4.729e-01,6.422e-01;5.470e-02;7.410e-02,0.0956;0.3200;0.5905,0.0809;0.4600;0.4591,t|1e1.1o2|1e2.1o1|i,3,3,1;0;1,chr22,+,22307245-22308697;22307591-22308697;22307592-22308696,22307106-22307285;22307533-22307591;22308697-22308819,22307592-22308696,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr22%3A22308819-22307106
RP11-302B13.5,ENSG00000272822.2,ENSG00000272822.2:t:na-48931328,-0.1086;0.0349;0.0455,5.643e-01;1.094e-01;9.424e-02,5.718e-02;3.415e-01;3.508e-01,0.9043;0.0789;0.0084,0.7806;0.1391;0.0851,t|1e1.1o1|1e2.1o2|1e3.1o1,3,4,1;1;1,chr12,-,48931328-48939655;48931328-48939035;48931328-48933577,na-48931328;48933577-48933695;48938951-48939108;48939655-48939779,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A48939779-48931318
CHASERR,ENSG00000272888.7,ENSG00000272888.7:s:92882707-92883186,0.1031;-0.1031,5.441e-01;5.441e-01,5.627e-02;5.627e-02,0.1300;0.8700,0.2421;0.7579,s|1e1.1o1|1e2.1o1,2,3,0;0,chr15,+,92883186-92883585;92883186-92885515,92882707-92883186;92883585-92883619;92884371-92885584,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A92885584-92882707
RP11-106M3.5,ENSG00000273025.1,ENSG00000273025.1:t:72304746-72304794,-0.1409;0.1552;-0.0032,6.373e-01;6.914e-01;2.949e-03,3.301e-02;2.477e-02;8.112e-01,0.5115;0.4572;0.0326,0.3286;0.6502;0.0168,t|1e1.1o1|1e2.1o1|1e3.1o1,3,4,1;0;1,chr15,-,72304794-72319613;72304794-72315845;72304794-72313664,72304746-72304794;72313664-na;72315845-72315927;72319613-72319946,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A72319946-72304746
RP11-216L13.19,ENSG00000273066.5,ENSG00000273066.5:t:136809688-136810042,0.1627;-0.1627,6.918e-01;6.918e-01,2.279e-02;2.279e-02,0.3895;0.6105,0.5897;0.4103,t|1e1.1o1|1e2.1o1,2,3,1;0,chr9,+,136808326-136809688;136809429-136809688,136807740-136808326;136809255-136809429;136809688-136810042,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A136810042-136807740
RP4-583P15.15,ENSG00000273154.3,ENSG00000273154.3:s:63708864-63709164,0.0575;-0.0635;0.7664;-0.7896,1.535e-01;1.528e-01;1.000e+00;1.000e+00,2.738e-01;2.739e-01;8.578e-21;0.000e+00,0.0006;0.0924;0.0006;0.9063,0.0903;0.0012;0.7713;0.1307,s|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1,4,3,1;1;1;0,chr20,+,63708979-63732003;63708979-63733219;63709164-63732003;63709164-63733219,63708864-63709164;63732003-63732045;63733219-63733352,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A63733352-63708864
RP4-583P15.15,ENSG00000273154.3,ENSG00000273154.3:s:63737821-63737902,0.1129;-0.1129,5.079e-01;5.079e-01,5.350e-02;5.350e-02,0.3394;0.6606,0.5012;0.4988,s|1e1.1o2|1e1.2o2,2,2,0;0,chr20,+,63737902-63737973;63737902-63738008,63737821-63737902;63737973-63738060,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A63738060-63737821
RP4-583P15.15,ENSG00000273154.3,ENSG00000273154.3:t:63733219-63733352,-0.0637;-0.6899;0.7575,1.544e-01;1.000e+00;1.000e+00,2.722e-01;0.000e+00;8.663e-21,0.0926;0.9065;0.0009,0.0027;0.2225;0.7748,t|1e1.1o2|1e1.2o2|1e2.1o1,3,3,1;0;1,chr20,+,63708979-63733219;63709164-63733219;63732045-63733219,63708864-63709164;63732003-63732045;63733219-63733352,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A63733352-63708864
RP11-212P7.3,ENSG00000273184.1,ENSG00000273184.1:s:128463180-128463642,0.2165;-0.0564;-0.1121,8.586e-01;2.243e-01;5.334e-01,6.692e-03;2.101e-01;5.677e-02,0.6704;0.1086;0.2140,0.9246;0.0049;0.0705,s|1e2.1o1|2e2.1o1|3e1.1o1,3,3,1;1;1,chr7,+,128463488-128466563;128463602-128466563;128463642-128463684,128463180-128463642;128463684-na;128466563-na,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A128466573-128463180
ZNHIT3,ENSG00000273611.5,ENSG00000273611.5:s:36486629-36486785,0.1146;-0.1128;0.0000;0.0000,6.299e-01;6.150e-01;7.062e-21;7.062e-21,3.753e-02;4.144e-02;1.000e+00;1.000e+00,0.7277;0.2699;0.0022;0.0003,0.8476;0.1519;0.0003;0.0003,s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1,4,4,0;0;0;0,chr17,+,36486785-36486935;36486785-36492813;36486785-36492818;36486785-36497606,36486629-36486785;36486935-36486966;36492813-36493268;36497606-36499310,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A36499310-36486629
ZNHIT3,ENSG00000273611.5,ENSG00000273611.5:t:36492813-36493268,-0.1121;0.1146;0.0000;0.0000;0.0000,6.124e-01;6.227e-01;7.062e-21;7.062e-21;7.062e-21,3.663e-02;4.216e-02;1.000e+00;1.000e+00;1.000e+00,0.2461;0.7457;0.0002;0.0021;0.0071,0.1339;0.8580;0.0002;0.0002;0.0067,t|1e1.1o1|1e2.1o1|1e3.1o1|2e1.1o1|2e2.1o1,5,4,0;0;0;0;0,chr17,+,36486785-36492813;36486966-36492813;36492459-36492813;36486785-36492818;36486966-36492818,36486629-36486785;36486935-36486966;36489158-36492459;36492813-36493268,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A36493268-36486629
SOCS7,ENSG00000274211.6,ENSG00000274211.6:s:38361711-38361775,-0.1215;0.1215,6.401e-01;6.401e-01,4.316e-02;4.316e-02,0.7720;0.2280,0.6396;0.3604,s|1e1.1o1|1e2.1o1,2,3,0;0,chr17,+,38361775-38364752;38361775-38366287,38361711-38361775;38364752-38364856;38366287-38366417,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A38366417-38361711
RP11-566K19.6,ENSG00000274253.5,ENSG00000274253.5:s:22764224-22768189,0.1046;-0.0665;-0.0173,5.218e-01;3.264e-01;4.807e-02,7.022e-02;1.398e-01;4.981e-01,0.0183;0.9223;0.0579,0.1521;0.8290;0.0191,s|1e1.1o1|1e2.1o1|1e3.1o2,3,4,1;0;1,chr15,+,22764358-22773433;22764358-22774216;22764358-22777749,22764224-22768189;22773433-na;22774216-22774313;22777749-22778741,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A22778741-22764224
CBSL,ENSG00000274276.4,ENSG00000274276.4:s:6467448-6467534,0.0859;0.0095;-0.0000;-0.1110,4.185e-01;8.392e-03;1.506e-10;5.498e-01,9.523e-02;6.723e-01;1.000e+00;5.733e-02,0.6650;0.0287;0.0015;0.3030,0.7864;0.0474;0.0015;0.1685,s|1e1.1o2|1e1.2o2|1e2.2o2|i,4,3,0;0;0;1,chr21,-,6465019-6467448;6464981-6467448;6447772-6467448;6465020-6467447,6447736-6447777;6464944-6465019;6467448-6467534,6465020-6467447,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr21%3A6467534-6447736
CBSL,ENSG00000274276.4,ENSG00000274276.4:t:6464944-6465019,-0.0005;0.1313;-0.0107;0.0102;-0.0911,2.679e-05;6.352e-01;5.213e-03;8.671e-03;4.487e-01,9.789e-01;3.728e-02;7.033e-01;6.711e-01;8.785e-02,0.0179;0.6194;0.0466;0.0267;0.2856,0.0012;0.7861;0.0012;0.0471;0.1682,t|1e1.1o1|1e2.1o1|1e3.1o1|2e2.1o1|i,5,4,0;0;1;0;1,chr21,-,6465019-6467903;6465019-6467448;6465019-6466181;6464981-6467448;6465020-6467447,6464944-6465019;6466181-na;6467448-6467534;6467903-6468040,6465020-6467447,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr21%3A6468040-6464944
PI4KAP1,ENSG00000274602.5,ENSG00000274602.5:s:18538640-18538804,0.1076;-0.0535;-0.0014;-0.0127,5.148e-01;2.670e-01;6.599e-04;2.308e-02,6.094e-02;1.763e-01;9.345e-01;6.193e-01,0.7833;0.1627;0.0194;0.0516,0.9226;0.0677;0.0049;0.0049,s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1,4,4,0;1;1;1,chr22,-,18538558-18538640;18537412-18538640;18537352-18538640;18536808-18538640,18536640-18536808;18537035-18537865;18538023-18538558;18538640-18538804,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr22%3A18538804-18536640
PPP4R3B,ENSG00000275052.5,ENSG00000275052.5:t:55588879-55588956,-0.0738;-0.0003;0.1037;-0.0000,3.478e-01;1.137e-06;5.384e-01;3.073e-08,1.348e-01;9.885e-01;6.515e-02;9.988e-01,0.1962;0.0188;0.7743;0.0097,0.1009;0.0015;0.8963;0.0015,t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1,4,4,1;1;0;1,chr2,-,55588956-55603978;55588956-55598704;55588956-55598416;55588956-55591505,55588879-55588956;55591505-55591695;55598416-55599039;55603978-55604076,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr2%3A55604076-55588879
SYNRG,ENSG00000275066.5,ENSG00000275066.5:t:37576341-37576480,0.1383;-0.0435;0.0000;-0.0803,7.441e-01;1.313e-01;7.062e-21;3.750e-01,2.221e-02;2.969e-01;1.000e+00;1.228e-01,0.6657;0.0981;0.0009;0.2370,0.8127;0.0443;0.0057;0.1385,t|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2,4,4,0;0;0;0,chr17,-,37576418-37584648;37576418-37579132;37576418-37577447;37576418-37577380,37576341-37576480;37577380-37577613;37579132-37579434;37584322-37584759,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A37584759-37576341
PRH1-PRR4,ENSG00000275778.2,ENSG00000275778.2:s:11047020-11047188,-0.0326;0.0046;0.0053;0.2134;-0.1709;-0.0002;-0.0012,7.244e-02;5.083e-04;1.190e-02;9.687e-01;8.646e-01;1.541e-07;2.083e-06,4.009e-01;8.452e-01;6.355e-01;7.377e-04;8.509e-03;9.871e-01;9.513e-01,0.1197;0.0037;0.1003;0.2331;0.4918;0.0234;0.0327,0.0638;0.0361;0.1064;0.4520;0.3126;0.0116;0.0123,s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1|1e7.1o1,7,8,0;1;1;1;0;1;1,chr12,-,11034885-11047020;11028515-11047020;11021694-11047020;10996325-11047020;10973721-11047020;10883096-11047020;10848407-11047020,na-10996325;na-11028515;10848372-10848407;10883061-10883096;10973655-10973721;11021545-11021694;11034782-11034885;11047020-11047188,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr12%3A11047188-10848372
FRG1HP,ENSG00000276291.5,ENSG00000276291.5:s:40992249-40992775,0.0640;0.0093;-0.1791;0.0718,2.750e-01;9.380e-03;8.966e-01;3.288e-01,1.722e-01;6.667e-01;5.823e-03;1.427e-01,0.1714;0.0657;0.5661;0.2095,0.2466;0.0821;0.3688;0.2998,s|1e1.1o1|1e2.1o1|2e1.1o1|2e2.1o1,4,3,0;0;0;0,chr9,+,40992479-40993253;40992479-40994633;40992775-40993253;40992775-40994633,40992249-40992775;40993253-40993434;40994633-40994699,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A40994699-40992249
FRG1HP,ENSG00000276291.5,ENSG00000276291.5:s:40994633-40994699,0.2703;-0.2075;0.0003;-0.0581,9.923e-01;9.422e-01;2.352e-06;2.317e-01,1.025e-04;2.407e-03;9.846e-01;2.060e-01,0.5623;0.3009;0.0014;0.1336,0.8357;0.0858;0.0163;0.0561,s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1,4,4,0;0;1;1,chr9,+,40994699-41007440;40994699-41008881;40994699-41008920;40994699-41011617,40994633-40994699;41007440-41007609;41008881-41009006;41011617-41011730,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A41011730-40994633
FRG1HP,ENSG00000276291.5,ENSG00000276291.5:t:40994633-40994699,0.0116;0.0999;-0.1187,4.874e-02;4.972e-01;5.521e-01,4.853e-01;7.258e-02;5.201e-02,0.1307;0.3879;0.4814,0.1410;0.5167;0.3399,t|1e1.1o2|1e1.2o2|1e2.1o1,3,3,0;0;0,chr9,+,40992479-40994633;40992775-40994633;40993434-40994633,40992249-40992775;40993253-40993434;40994633-40994699,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A40994699-40992249
RP5-874C20.8,ENSG00000276302.1,ENSG00000276302.1:s:28271854-28271934,0.2242;-0.2242,8.737e-01;8.737e-01,5.434e-03;5.434e-03,0.2184;0.7816,0.4620;0.5380,s|1e1.1o1|i,2,2,0;1,chr6,+,28271934-28272670;28271935-28272669,28271854-28271934;28272670-28272787,28271935-28272669,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A28272787-28271854
HERC2P2,ENSG00000276550.4,ENSG00000276550.4:s:22516876-22516990,-0.1581;0.0659;0.0475,7.517e-01;3.307e-01;2.716e-01,1.991e-02;1.162e-01;1.396e-01,0.1915;0.4219;0.3728,0.0053;0.5523;0.4433,s|1e1.1o1|1e2.1o1|1e3.1o1,3,4,1;0;1,chr15,+,22516990-22523042;22516990-22534068;22516990-22537438,22516876-22516990;22523042-na;22534068-22534243;22537438-22537608,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A22537608-22516876
HERC2P2,ENSG00000276550.4,ENSG00000276550.4:s:22560788-22560997,0.0013;-0.1704;0.0372;0.0698,1.269e-05;8.923e-01;1.203e-01;3.134e-01,9.466e-01;4.579e-03;3.234e-01;1.451e-01,0.0008;0.3772;0.1314;0.4860,0.0304;0.2028;0.1830;0.5826,s|1e1.1o1|1e3.2o2|2e2.1o1|i,4,4,1;0;1;1,chr15,+,22560935-22560998;22560935-22561258;22560997-22561060;22560998-22560997,22560788-22560997;22560998-22561059;22561060-22561121;22561184-22561454,22560998-22560997,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A22561454-22560788
HERC2P2,ENSG00000276550.4,ENSG00000276550.4:s:22587344-22587876,-0.1274;0.1303;-0.0021,7.124e-01;7.145e-01;3.911e-03,2.734e-02;2.695e-02;7.597e-01,0.2671;0.6051;0.1215,0.1351;0.7520;0.1144,s|1e1.1o2|1e1.2o2|i,3,2,1;0;1,chr15,+,22587391-22589680;22587391-22589943;22587877-22589679,22587344-22587876;22589680-22590815,22587877-22589679,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A22590815-22587344
HERC2P2,ENSG00000276550.4,ENSG00000276550.4:t:22561184-22561454,-0.0372;0.0280;-0.1562;0.0017;0.0003;0.1261,4.049e-02;1.231e-02;8.149e-01;8.747e-05;4.268e-07;6.602e-01,4.455e-01;5.343e-01;1.214e-02;8.525e-01;9.872e-01;3.495e-02,0.0715;0.0006;0.3879;0.0274;0.0075;0.5032,0.0216;0.0634;0.2228;0.0304;0.0166;0.6449,t|1e2.1o1|1e3.1o1|2e1.1o2|2e3.1o1|2e4.1o1|i,6,5,1;1;0;1;1;1,chr15,+,22561059-22561184;22561121-22561184;22560935-22561258;22561121-22561258;22561183-22561258;22561184-22561183,22560788-22560997;22560998-22561059;22561060-22561121;22561122-22561183;22561184-22561454,22561184-22561183,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A22561454-22560788
GTF2IP1,ENSG00000277053.4,ENSG00000277053.4:s:75187061-75187295,0.0000;0.0975;0.0000;-0.1103,6.901e-21;4.965e-01;6.903e-21;5.908e-01,1.000e+00;7.882e-02;9.998e-01;5.011e-02,0.0024;0.6045;0.0065;0.3864,0.0042;0.7142;0.0153;0.2637,s|1e1.1o3|1e1.2o3|1e1.3o3|i,4,2,1;0;1;0,chr7,-,75186717-75187220;75186527-75187220;75186243-75187220;75186718-75187060,75185385-75186717;75187061-75187295,75186718-75187060,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A75187295-75185385
STAG3L2,ENSG00000277072.5,ENSG00000277072.5:s:74884144-74884223,0.1304;-0.1304,7.270e-01;7.270e-01,1.840e-02;1.840e-02,0.8419;0.1581,0.9846;0.0154,s|1e1.1o1|1e2.1o1,2,3,0;0,chr7,-,74883835-74884144;74883463-74884144,74883349-74883463;74883728-74883835;74884144-74884223,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A74884223-74883349
SRCIN1,ENSG00000277363.5,ENSG00000277363.5:s:38543823-38543969,0.1371;-0.1371,5.863e-01;5.863e-01,3.536e-02;3.536e-02,0.4635;0.5365,0.6391;0.3609,s|1e1.1o1|1e2.1o1,2,3,0;0,chr17,-,38543136-38543823;38533431-38543823,38530031-38533431;38541281-38543136;38543823-38543969,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A38543969-38530031
SRCIN1,ENSG00000277363.5,ENSG00000277363.5:s:38548557-38548709,0.1334;-0.1334,6.657e-01;6.657e-01,3.639e-02;3.639e-02,0.8281;0.1719,0.9943;0.0057,s|1e1.1o1|1e2.1o1,2,3,0;0,chr17,-,38547881-38548557;38543969-38548557,38543823-38543969;38547759-38547881;38548557-38548709,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A38548709-38543823
RP11-152F13.8,ENSG00000278202.1,ENSG00000278202.1:s:82431830-82432004,0.1335;-0.1989;0.0119;0.0041,6.361e-01;8.238e-01;1.132e-02;2.626e-03,3.686e-02;9.862e-03;6.654e-01;8.308e-01,0.1378;0.8366;0.0101;0.0104,0.3115;0.6115;0.0457;0.0321,s|1e1.1o1|1e2.1o1|1e3.1o1|2e2.1o1,4,4,0;1;1;1,chr15,+,82431949-82432576;82431949-82432817;82431949-82433562;82432004-82432817,82431830-82432004;82432576-82432631;82432817-82432897;82433562-82433649,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A82433649-82431830
RP11-152F13.8,ENSG00000278202.1,ENSG00000278202.1:t:82432817-82432897,-0.1095;0.0041;0.0860,5.262e-01;2.572e-03;4.117e-01,6.068e-02;8.371e-01;9.693e-02,0.7410;0.0102;0.2451,0.5843;0.0327;0.3712,t|1e1.1o2|1e1.2o2|1e2.1o1,3,3,1;1;0,chr15,+,82431949-82432817;82432004-82432817;82432631-82432817,82431830-82432004;82432576-82432631;82432817-82432897,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr15%3A82432897-82431830
ACACA,ENSG00000278540.5,ENSG00000278540.5:s:37330173-37330425,0.1984;-0.0435;-0.1237,8.984e-01;1.860e-01;6.123e-01,5.454e-03;2.471e-01;4.333e-02,0.2035;0.2560;0.5285,0.4268;0.1976;0.3892,s|1e1.1o1|1e2.1o1|1e3.1o1,3,4,0;0;0,chr17,-,37328986-37330173;37289528-37330173;37284970-37330173,37284838-37284970;37289418-37289528;37328645-37328986;37330173-37330425,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr17%3A37330425-37284838
CH17-140K24.7,ENSG00000278936.1,ENSG00000278936.1:s:141201124-141201396,0.0000;-0.2862;0.2892,5.044e-06;9.941e-01;9.943e-01,9.976e-01;1.842e-05;2.856e-05,0.0033;0.3155;0.6812,0.0044;0.0044;0.9911,s|1e3.2o2|2e1.1o1|2e2.1o1,3,4,0;1;1,chr5,-,141183849-141201266;141193901-141201124;141188667-141201124,na-141188667;na-141193901;141183401-141184014;141201124-141201396,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A141201396-141183401
RP11-229P13.27,ENSG00000279073.3,ENSG00000279073.3:s:137039971-137040155,-0.0926;-0.0463;-0.0000;0.0009;0.1574,4.747e-01;2.085e-01;1.558e-07;1.123e-04;6.573e-01,6.805e-02;2.197e-01;9.997e-01;9.639e-01;2.407e-02,0.6174;0.1731;0.0020;0.0020;0.2150,0.4964;0.1141;0.0016;0.0170;0.3811,s|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|i,5,5,1;1;0;0;1,chr9,-,137037910-137039971;137037898-137039971;137032879-137039971;137032062-137039971;137032880-137039970,na-137037898;na-137037910;137031979-137032062;137032736-137032879;137039971-137040155,137032880-137039970,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A137040155-137031979
RP11-514P8.10,ENSG00000279168.2,ENSG00000279168.2:t:102643799-102643869,0.0592;0.1589;-0.0006;-0.2473,2.738e-01;8.277e-01;4.702e-03;9.402e-01,1.701e-01;1.150e-02;7.595e-01;2.088e-03,0.1635;0.0223;0.0316;0.7738,0.2527;0.1941;0.0297;0.5071,t|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2,4,4,1;1;1;1,chr7,-,102643869-102665662;102643869-102645380;102643869-102644435;102643869-102644394,102643799-102643869;102644394-102644562;102645380-102645479;102665662-na,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr7%3A102665672-102643799
TSTD3,ENSG00000279170.3,ENSG00000279170.3:t:99531632-99533185,0.3355;-0.3355,9.940e-01;9.940e-01,9.180e-05;9.180e-05,0.2742;0.7258,0.6149;0.3851,t|1e1.1o1|1e2.1o1,2,3,0;0,chr6,+,99526109-99531632;99531536-99531632,99526064-99526109;99531363-99531536;99531632-99533185,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr6%3A99533185-99526064
WASH9P,ENSG00000279457.4,ENSG00000279457.4:s:195263-195411,0.0011;0.1848;-0.0298;-0.1409,1.246e-04;8.304e-01;9.549e-02;6.273e-01,9.549e-01;1.039e-02;3.693e-01;3.214e-02,0.0030;0.0625;0.0819;0.8443,0.0208;0.2705;0.0355;0.6719,s|1e1.1o1|1e2.1o1|1e3.1o1|i,4,4,1;0;1;1,chr1,-,194143-195263;188902-195263;188584-195263;188903-195262,na-194143;188439-188584;188791-188902;195263-195411,188903-195262,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr1%3A195411-188439
CH17-140K24.2,ENSG00000280029.4,ENSG00000280029.4:s:141201124-na,-0.2877;0.2877,9.943e-01;9.943e-01,2.257e-05;2.257e-05,0.3173;0.6827,0.0066;0.9934,s|1e1.1o1|1e2.2o2,2,3,1;1,chr5,-,141193901-141201124;141188667-141201124,na-141193901;141188639-141188773;141201124-na,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A141201134-141188639
FRG1KP,ENSG00000280286.1,ENSG00000280286.1:s:65649284-65649372,-0.1654;0.1654,7.930e-01;7.930e-01,1.466e-02;1.466e-02,0.2072;0.7928,0.0100;0.9900,s|1e1.1o1|i,2,2,0;1,chr9,-,65648305-65649284;65648306-65649283,65648196-65648305;65649284-65649372,65648306-65649283,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr9%3A65649372-65648196
SNHG4,ENSG00000281398.4,ENSG00000281398.4:s:139279051-139279388,-0.0000;0.1201;-0.0631;-0.0264,7.062e-21;6.271e-01;2.659e-01;1.674e-02,1.000e+00;4.224e-02;1.827e-01;5.332e-01,0.0009;0.6975;0.2390;0.0617,0.0006;0.8264;0.1630;0.0097,s|1e1.1o1|1e2.1o1|1e3.1o2|1e3.2o2,4,4,0;0;0;1,chr5,+,139279129-139279549;139279129-139279935;139279129-139282739;139279129-139283531,139279051-139279388;139279549-139279839;139279935-139280947;139282739-139284899,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr5%3A139284899-139279051
LINC01002,ENSG00000282508.2,ENSG00000282508.2:s:229636-230164,-0.1025;0.1025,5.122e-01;5.122e-01,6.948e-02;6.948e-02,0.6940;0.3060,0.5589;0.4411,s|1e1.1o1|1e2.1o1,2,3,0;0,chr19,-,224048-229636;221205-229636,221141-221504;224015-224048;229636-230164,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr19%3A230164-221141
FRG1CP,ENSG00000282826.2,ENSG00000282826.2:s:28601603-28601839,0.0691;-0.1735;0.0713,3.353e-01;7.481e-01;3.418e-01,1.267e-01;1.739e-02;1.311e-01,0.2254;0.6247;0.1526,0.3210;0.4085;0.2624,s|1e1.1o1|1e2.1o1|2e2.1o1,3,3,1;0;0,chr20,-,28600719-28601657;28600461-28601657;28600461-28601603,28600392-28600461;28600591-28600719;28601603-28601839,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A28601839-28600392
FRG1CP,ENSG00000282826.2,ENSG00000282826.2:t:28600392-28600461,0.0125;0.0708;-0.1129;0.0236;-0.0056,1.045e-01;3.339e-01;5.730e-01;5.411e-02;2.991e-04,3.558e-01;1.417e-01;5.478e-02;4.554e-01;7.732e-01,0.4416;0.1080;0.3179;0.0806;0.0453,0.4663;0.2029;0.1867;0.1177;0.0280,t|1e1.1o2|1e1.2o2|1e2.1o2|1e2.2o2|1e3.1o1,5,4,0;1;0;0;1,chr20,-,28600461-28602609;28600461-28602320;28600461-28601657;28600461-28601603;28600461-28600591,28600392-28600461;28600591-28600719;28601603-28601839;28602320-28602843,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr20%3A28602843-28600392
FRG1GP,ENSG00000283023.1,ENSG00000283023.1:s:12602466-12602816,-0.0744;0.0000;0.0000;-0.0428;0.1470,3.529e-01;7.062e-21;7.062e-21;5.002e-02;7.827e-01,1.299e-01;1.000e+00;1.000e+00;4.185e-01;1.687e-02,0.7187;0.0006;0.0006;0.0713;0.2081,0.6315;0.0032;0.0005;0.0086;0.3598,s|1e1.1o1|1e2.1o1|1e3.1o1|2e1.1o1|2e2.1o1,5,4,1;0;1;1;1,chr22,+,12602527-12603297;12602527-12604670;12602527-12615409;12602816-12603297;12602816-12604670,12602466-12602816;12603297-12603533;12604670-12604739;12615409-12615534,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr22%3A12615534-12602466
FRG1GP,ENSG00000283023.1,ENSG00000283023.1:t:12604670-12604739,0.0000;0.2128;-0.2175,7.546e-10;9.156e-01;9.241e-01,9.998e-01;3.626e-03;3.049e-03,0.0019;0.4246;0.5732,0.0064;0.6430;0.3509,t|1e1.1o2|1e1.2o2|1e2.1o1,3,3,0;1;1,chr22,+,12602527-12604670;12602816-12604670;12603533-12604670,12602466-12602816;12603297-12603533;12604670-12604739,,http://genome.ucsc.edu/cgi-bin/hgTracks?db=GRCh38&position=chr22%3A12604739-12602466
